depto,ciudad,fecha,,vendedor,cantidad
1,67,20140519,3,4080,1
1,67,20150828,4,3009,1
1,67,20151104,3,4051,2
1,67,20160503,4,4138,1
1,67,20170921,3,1279,1
1,67,20171214,4,4270,1
1,67,20180214,3,7223,1
1,64,20150318,3,1064,1
1,76,20151030,4,1022,1
1,67,20140128,4,1880,1
1,67,20140826,4,1684,1
1,67,20150502,4,1025,1
1,67,20160125,3,1027,1
1,67,20151124,3,1023,1
1,67,20160624,4,8221,1
1,67,20161215,4,4270,1
1,76,20170915,4,4004,1
1,66,20151211,4,4073,1
1,66,20150619,3,4042,1
1,66,20140325,4,1828,2
1,69,20161027,4,1161,2
1,69,20170427,3,1022,1
1,70,20170906,4,1030,1
1,67,20161003,4,1783,1
1,67,20170124,3,1279,1
1,67,20170727,4,1756,1
1,67,20171019,4,1179,2
1,71,20120615,3,1893,1
1,71,20140524,4,4056,1
1,71,20150515,3,1985,2
1,71,20150624,3,1240,1
1,71,20150327,4,1916,1
1,71,20151005,4,1028,1
1,71,20160408,4,4270,1
1,71,20150923,3,3055,1
1,71,20160301,4,4003,1
1,71,20151028,4,4003,1
1,71,20160123,4,1812,2
1,71,20160511,3,1888,1
1,71,20160401,4,1916,1
1,71,20151212,4,1161,1
1,71,20160418,4,1161,1
1,71,20160816,4,4326,1
1,71,20161116,4,4051,2
1,71,20170726,3,7185,1
1,71,20161207,3,1030,1
1,71,20170202,3,1880,2
1,71,20170531,4,1916,1
1,71,20170926,4,1026,1
1,71,20171220,3,1279,3
1,71,20171212,4,1812,2
1,71,20131011,4,1786,1
1,71,20140325,4,1888,1
1,71,20141219,3,1985,1
1,71,20141021,3,1812,1
1,71,20150429,3,1013,1
1,71,20150316,3,4051,1
1,71,20150903,4,1819,1
1,71,20151223,4,4033,1
1,71,20160113,3,4042,1
1,71,20151209,4,1684,1
1,71,20710511,4,1812,1
1,71,20170804,3,1963,1
1,71,20170411,3,1819,1
1,71,20170324,3,4051,1
1,71,,4,3017,1
1,71,20171209,4,1279,1
1,71,20171018,4,4051,1
1,71,20180116,4,4051,1
1,71,20180118,4,1812,1
1,71,20151106,4,1179,1
1,71,20151126,3,1002,2
1,71,20151021,4,1296,1
1,71,20170309,4,1736,1
1,71,20180209,4,1812,1
1,71,20130323,4,638,1
1,71,20140221,4,1963,2
1,71,20140110,3,1161,1
1,71,20140321,4,1893,1
1,71,20150425,4,4277,1
1,71,20141017,4,1025,1
1,71,20150724,4,1812,1
1,71,20150320,4,4051,1
1,71,20120621,4,1023,1
1,71,20150619,4,1046,1
1,71,20150710,4,4051,1
1,71,20151023,4,3019,1
1,71,20160307,4,4172,1
1,71,20160309,4,1851,1
1,71,20161026,3,4042,1
1,71,20160722,3,1118,1
1,71,20160323,4,1002,1
1,71,20160317,4,1812,1
1,71,20170727,4,1279,4
1,71,20170628,3,1812,1
1,71,20170522,3,1064,1
1,71,20161128,3,4051,1
1,71,20170713,4,4051,1
1,71,20170722,3,1279,3
1,71,20170825,4,1916,1
1,71,20180129,4,1880,1
1,71,20171214,4,1888,1
1,71,20180220,4,1760,1
1,71,20180215,3,1888,1
1,71,20150814,4,1002,1
1,71,20160714,4,1064,1
1,71,20130326,4,1192,1
1,71,20130619,3,1880,1
1,71,20130824,4,1963,1
1,71,20131122,4,1963,1
1,71,20130403,4,4063,1
1,71,20140916,4,1812,1
1,71,20140731,4,1954,1
1,71,20140910,3,1819,1
1,71,20151110,4,4075,1
1,71,20150326,4,4068,1
1,71,20151029,4,1002,1
1,71,20150803,4,4080,1
1,71,20170407,4,1030,1
1,71,20121214,4,1064,1
1,71,20130719,4,1047,1
1,71,20140306,3,1828,1
1,71,20140715,4,1118,1
1,71,20150901,4,4051,1
1,71,20150703,4,1922,1
1,71,20160113,4,1022,1
1,71,20160225,4,4051,2
1,71,20170805,4,1880,1
1,71,20180215,4,4238,1
1,71,20170119,4,4051,1
1,71,20120622,4,1002,1
1,71,20120320,4,1678,1
1,71,20161116,4,1025,1
1,71,20150414,3,4042,1
1,71,20180206,4,8211,1
1,71,20171128,4,1819,1
1,71,20171122,4,1022,1
1,71,20121201,4,4065,1
1,71,20130702,3,1894,1
1,71,20130628,3,1076,1
1,71,20170518,3,1023,1
1,71,20161229,4,8213,1
1,71,20170401,4,4080,1
1,71,20141020,4,1161,1
1,71,20120929,3,1023,1
1,71,20120724,4,807,1
1,71,20151022,3,1013,1
1,71,20150105,3,1120,1
1,71,,3,1156,1
1,71,20150509,3,1064,1
1,71,20170123,4,3511,1
1,71,20170222,4,7198,1
1,71,20120723,4,1027,1
1,71,20120522,4,1812,1
1,71,20150819,3,1013,2
1,71,20151216,3,1013,1
1,71,20170725,3,1812,1
5,2,20160812,4,3061,1
5,2,20160927,4,999,1
5,2,20161121,4,3061,1
5,2,20170627,4,1776,1
5,2,20180212,4,630,2
5,2,20171218,4,630,1
5,2,20171114,3,630,1
5,2,20160621,4,500,1
5,2,20161018,4,4329,1
5,2,20160428,4,3511,1
5,2,20161205,4,424,1
5,2,20161128,4,4247,1
5,2,20170523,4,1776,1
5,2,20170524,4,3976,1
5,2,20151110,4,4215,1
5,2,20160426,3,4334,1
5,2,20160428,3,882,1
5,2,20160816,3,4126,1
5,2,20160621,3,466,1
5,2,20171212,4,4489,1
5,2,20160817,4,4489,1
5,2,20161010,3,4445,1
5,2,20170418,4,666,1
5,2,20170713,4,654,1
5,2,20170110,3,4033,1
5,2,20161122,4,3058,1
5,2,20160223,4,4038,1
5,2,20151007,4,4294,1
5,2,20160712,4,4328,1
5,2,20180122,4,448,1
5,2,20170809,4,4246,1
5,2,20170707,4,783,1
5,2,20150831,4,3517,1
5,2,20180129,4,494,2
5,2,20171020,4,439,1
5,2,20170411,4,3019,1
5,2,20160422,4,3044,1
5,2,20160718,4,3517,1
5,2,20160801,4,448,1
5,2,20160902,4,445,1
5,2,,4,4333,1
5,2,20161013,4,4489,1
1,77,20140728,2,1066,1
1,77,20170627,2,1950,1
5,2,20170227,4,3044,1
1,67,20120705,3,1137,1
1,67,20120901,4,1023,1
1,67,20130204,4,1047,1
1,67,20130226,3,1064,1
1,67,20130820,4,636,1
1,67,20130809,4,3511,1
1,67,20131030,3,4071,1
1,67,20130916,3,1677,1
1,67,20140308,4,1023,1
1,67,20141223,3,1076,1
1,67,20141025,4,1118,1
1,67,20150124,4,4232,1
1,67,20160824,3,1046,1
1,67,20161013,4,1161,1
1,67,20160713,4,1678,1
1,67,20161021,4,4073,1
1,67,20171127,4,4051,1
1,67,20170225,4,8221,1
1,67,20170428,3,1046,1
1,67,20170926,4,1916,1
1,67,20170915,4,1279,1
1,67,20170913,3,1002,1
1,67,20171002,4,1002,1
1,67,20180208,3,1161,1
1,69,20151002,4,1046,1
1,69,20160713,4,4138,1
1,73,20130521,4,1868,1
1,73,20140321,4,1025,1
1,67,20130911,4,4063,1
1,67,20130430,4,1812,1
1,67,20140325,3,1868,1
1,67,20140625,4,1002,1
1,67,20131205,4,4063,1
1,67,20141205,4,1812,1
1,67,20150804,4,1868,1
1,67,20150305,4,1028,1
1,67,20150923,4,4138,1
1,67,20160209,4,1022,1
1,67,20160630,4,4123,1
1,67,20160329,4,4140,1
1,67,20160917,4,1179,1
1,67,20160627,4,8210,1
1,67,20161217,4,1812,1
1,67,20170323,4,4003,1
1,67,20170424,4,1046,1
1,67,20170217,3,3056,1
1,67,20170427,4,1023,1
1,67,20171201,4,7208,1
1,67,20180125,4,7185,1
1,67,20171222,3,1783,1
1,67,20171110,3,4056,1
1,67,20171206,3,1025,1
1,67,20180111,4,4004,1
1,67,20180129,4,1812,1
1,67,20140929,6,1880,1
1,67,20140912,6,1893,1
1,69,20170302,3,4003,1
1,73,20121025,4,1023,1
1,73,20120827,4,1917,1
1,73,20150218,4,1022,1
1,73,20161206,4,4051,1
1,73,20160505,4,4195,1
1,77,20170401,3,4270,1
1,67,20130307,6,1821,1
1,67,20140512,6,1022,1
1,67,20141020,6,1173,1
1,67,20141002,6,4124,1
1,67,20150709,5,523,1
1,67,20151023,5,1002,1
1,77,20150930,4,1199,1
1,67,20150114,5,1874,1
1,67,20150701,5,4142,1
1,67,20180226,6,1046,1
1,67,20120728,4,1023,1
1,67,20130410,3,1023,1
1,67,20140523,3,1028,1
1,67,20140919,4,4051,1
1,67,20140925,4,1028,1
1,67,20141211,4,1022,1
1,67,20150630,4,4295,1
1,67,20160204,4,1964,1
1,67,20160527,3,1047,1
1,67,20170329,4,1963,1
1,67,20160318,4,1023,1
1,67,20120811,4,1156,1
1,67,20151002,3,4051,1
1,79,20140118,4,1963,1
1,79,20150727,4,4003,1
1,79,20160125,4,1046,1
1,79,20140820,4,1504,1
1,79,20150311,4,1030,1
1,79,20140915,3,1922,2
1,79,20160505,3,8209,1
1,70,20151113,4,1812,2
1,70,20180123,4,7196,1
1,67,20131023,3,1029,1
1,83,20161022,3,1027,1
1,83,20170125,4,1173,1
1,85,20160902,4,1179,1
1,83,20130321,3,1929,1
1,67,20120115,3,1985,1
1,67,20171002,4,1076,2
1,67,20170907,3,1964,2
1,67,20120917,4,1812,1
1,67,20150620,4,1828,1
1,67,20180219,4,882,1
1,67,20170331,4,449,1
1,67,20151229,3,1046,1
1,67,20130529,5,1240,1
1,67,20140922,6,1030,1
1,67,20150609,6,1712,1
1,67,20150916,6,4281,1
1,67,20150521,5,1819,1
1,67,20161115,6,4003,1
1,67,20170615,5,1964,1
1,67,20180131,5,1279,1
1,67,20171129,5,4003,1
1,67,20170103,4,1156,1
1,70,20161026,4,4051,1
1,73,20160727,3,4042,1
1,73,20180116,4,4051,1
1,73,20131228,4,1828,1
1,73,20170221,3,8222,1
1,73,20170110,3,8222,1
1,85,20141211,4,1046,1
1,87,20130227,1,1888,1
1,75,20150710,4,4115,2
1,75,20150921,3,1137,1
1,75,20170407,3,4056,1
1,69,20130111,4,1812,1
1,77,20151007,4,4138,1
1,83,20160126,4,4051,1
1,83,20161230,4,4051,1
1,83,20161130,4,8222,1
1,67,20150115,12,4098,1
1,67,20171019,11,8221,1
1,67,20160916,4,1828,1
1,67,20170817,3,1819,1
1,67,20170911,4,8210,1
1,67,20150116,6,1240,1
1,67,20171013,6,4056,1
5,2,20170805,4,448,1
5,2,20170913,4,416,1
1,67,20160106,3,1255,1
1,67,20171228,5,4051,1
1,75,20160315,3,1022,1
1,83,20151007,3,4081,1
1,77,20170804,4,1986,1
1,67,20170126,5,1002,1
1,77,20160314,4,4051,1
1,67,20170203,5,1023,1
2,1,20161206,3,4051,1
2,1,20170926,3,4140,1
1,67,20180215,1,1769,1
1,67,20171120,6,1812,3
1,88,20121222,6,1161,1
1,88,20150525,6,1812,1
1,88,20151130,6,4302,1
1,79,20150407,3,1069,1
1,79,20151106,4,1985,1
1,79,20150805,4,4266,1
1,79,20151022,3,1964,1
1,83,20120612,4,1812,1
1,83,20130205,4,4063,1
1,83,20120110,3,4073,1
1,83,20120929,4,1076,1
1,83,20140604,3,1037,1
1,83,20140821,3,4065,1
1,83,20150114,4,1812,1
1,83,20140613,3,1786,2
1,83,20151117,3,1678,1
1,83,20160222,3,1013,1
1,83,20150708,4,1916,1
1,83,20170515,3,1888,1
1,83,20170222,4,1819,1
1,83,20160712,3,8220,1
1,83,20161201,3,4148,1
1,83,20170606,4,1192,3
1,83,20170911,4,7223,1
1,83,,4,1026,1
1,83,,4,4051,5
1,83,20170802,4,1888,1
1,83,20180220,3,1819,1
1,88,20141219,3,1888,1
1,88,20150819,4,4113,1
1,88,20151119,3,1118,1
1,88,20170602,4,7192,1
1,77,20170719,3,4128,1
1,87,20151002,4,1025,1
1,87,20160414,4,1819,1
1,87,20120404,4,1827,1
1,87,20121130,3,1046,1
1,87,20130731,3,1812,1
1,87,20150202,4,1868,1
1,87,20150918,4,2025,1
1,87,20150411,4,1780,1
1,87,20160219,4,4174,1
1,87,20160224,4,2093,1
1,87,20161012,4,1819,1
1,87,20170131,4,4177,1
1,87,20160728,4,3058,1
1,87,20170805,4,2091,1
1,87,20170526,3,4020,1
1,87,20171109,3,768,1
1,87,20171115,3,768,1
1,87,20171204,4,4286,2
1,87,20171116,3,1746,1
1,87,20171020,4,2219,1
1,87,20180206,3,4281,1
1,67,20120711,6,1016,1
1,67,20121003,6,4068,1
1,67,20130225,6,1027,1
1,67,20120713,6,1760,1
1,67,20121008,6,3511,1
1,67,20121228,6,1743,1
1,67,20150131,6,1888,1
1,67,20131113,5,1874,1
1,67,20130711,6,1023,1
1,67,20140409,6,1712,1
1,67,20140214,6,4042,2
1,67,20140127,5,1786,1
1,67,20140409,6,1812,1
1,67,20140407,6,699,1
1,67,20140811,6,1743,1
1,67,,6,1173,2
1,67,20140904,6,1034,1
1,67,20140822,6,1812,3
1,67,20141212,5,1797,1
1,67,20140130,5,1743,1
1,67,20140412,6,1812,1
1,67,20140814,6,3065,1
1,67,20150514,5,1819,1
1,67,20150526,5,4051,1
1,67,20140823,6,4073,1
1,67,20150612,6,1059,1
1,67,20150914,6,1036,1
1,67,20160331,6,4003,2
1,67,20150521,5,1828,1
1,67,20150303,5,1986,1
1,67,20150929,6,1030,1
1,67,20150713,6,4266,1
1,67,20151119,6,1118,1
1,67,20150912,5,4051,3
1,67,20160401,6,1812,1
1,67,20160125,5,1714,1
1,67,20151027,5,4266,1
1,67,20160404,5,4466,1
1,67,20160722,6,1036,2
1,67,20160108,6,1022,3
1,67,20160614,6,4042,2
1,67,20160229,6,4051,4
1,67,20160429,6,4051,3
1,67,20170210,5,1030,1
1,67,20160902,6,8209,1
1,67,20161014,6,1812,2
1,67,20170227,5,1030,2
1,67,20160608,6,1812,2
1,67,20170125,6,1736,1
1,67,20170427,5,1025,1
1,67,20160830,5,1714,1
1,67,20170410,6,1047,1
1,67,20170323,6,1888,1
1,67,20161121,6,1118,1
1,67,20170519,6,7199,1
1,67,20161228,6,1888,2
1,67,20170324,6,1030,1
1,67,20170116,6,4051,3
1,67,20170201,6,4051,1
1,67,20170729,6,1812,1
1,67,20170227,6,1023,1
1,67,20170517,6,1047,1
1,67,20170911,5,4051,2
1,67,20170926,6,1002,1
1,67,20170909,6,4051,2
1,67,20180110,6,1076,3
1,67,20171013,6,7223,1
1,67,20171004,6,1711,1
1,67,20171212,6,7219,1
1,67,20171220,6,4051,3
1,67,20171218,6,1047,1
1,67,20180111,6,4004,1
1,70,20120213,6,1027,1
1,70,20121130,6,1984,1
1,70,20120201,6,1786,1
1,70,20120814,5,1016,1
1,70,20120316,5,1888,1
1,70,20130717,6,4071,1
1,70,20130508,6,1756,1
1,70,20130612,6,1030,1
1,70,20131016,6,1711,1
1,70,20130104,5,1118,1
1,70,20130408,6,1851,1
1,70,20130315,6,1786,1
1,70,20131029,6,1022,1
1,70,20130729,6,1046,1
1,70,20130426,5,1047,1
1,70,20131009,6,1030,1
1,70,20140104,5,1786,1
1,70,20140401,5,1013,1
1,70,20140915,6,1137,1
1,70,20140704,6,1880,1
1,70,20141011,6,4075,1
1,70,20140312,6,1275,1
1,70,20141107,5,1963,1
1,70,20150113,5,4138,1
1,70,20150320,6,1047,1
1,70,20150204,6,1162,1
1,70,20150217,6,4051,1
1,70,20141229,6,1161,1
1,70,20141215,6,1036,1
1,70,20150318,5,3055,1
1,70,20150710,6,1839,1
1,70,20141201,5,1285,1
1,70,20150427,6,1064,1
1,70,20150504,6,4051,1
1,70,20150516,6,1812,1
1,70,20160126,6,1240,1
1,70,20160311,6,4440,1
1,70,20151209,5,1908,1
1,70,20150616,5,1812,1
1,70,,5,4051,10
1,70,20151017,6,1066,1
1,70,20160114,6,4266,1
1,70,20160112,6,1030,1
1,70,20160206,6,1812,1
1,70,20160726,6,4003,1
1,70,20160420,6,1819,1
1,70,20160819,6,3031,1
1,70,20160310,6,1002,1
1,70,20160818,6,783,1
1,70,20151126,5,1888,1
1,70,20160906,6,4299,1
1,70,20160830,6,4140,1
1,70,20160715,5,1161,1
1,70,20160920,6,1874,1
1,70,20161011,5,1812,1
1,70,20170608,6,1916,1
1,70,20160905,6,1819,1
1,70,20161028,6,1916,1
1,70,20170601,6,1161,1
1,70,20170502,5,1056,1
1,70,20170419,6,1002,1
1,70,20161213,6,1746,1
1,70,20170809,6,1812,1
1,70,20171114,6,1874,1
1,70,20170327,6,1985,1
1,70,20171013,6,1812,1
1,70,20171003,5,4051,1
1,70,20180109,6,4266,1
1,70,20171129,6,7196,1
1,70,20171117,6,1026,1
1,70,20180112,6,4056,1
1,70,20180118,6,1812,1
1,70,20180215,6,1002,1
1,70,20180130,6,1002,1
1,70,20180212,6,1888,1
1,87,20130912,4,1066,1
1,87,20150917,4,2019,3
1,75,20130711,4,1023,1
1,75,20140709,4,1819,2
1,75,20160505,4,1888,1
1,70,20130710,6,1741,1
1,70,20140729,6,1985,2
1,70,20140627,6,1240,1
1,70,20160718,5,1030,1
1,70,20170808,5,4157,1
1,70,20171204,5,4004,1
1,70,20171110,6,3511,1
1,70,20180226,5,1036,1
1,70,20171114,5,1819,1
1,83,20121217,3,1047,1
1,83,20121211,4,1985,1
1,83,20140108,3,1756,1
1,83,20131008,4,1022,1
1,83,20140519,3,1828,1
1,83,20150420,4,3586,2
1,83,20141027,4,4042,1
1,83,20150325,4,1812,1
1,83,20150318,4,1812,1
1,83,20150824,4,4003,1
1,83,20160415,4,1030,1
1,83,20160305,4,4266,1
1,83,20160822,4,1828,1
1,83,20160629,3,4042,2
1,83,20161012,4,1046,1
1,83,20170629,4,452,1
1,83,20170607,4,1678,1
1,83,20171213,4,1047,1
1,83,20171218,4,1002,1
1,83,20171124,4,1950,1
1,83,20180226,4,1769,1
1,87,20120725,4,1851,1
1,87,20150905,4,4208,1
1,87,20160806,3,4037,1
1,87,20161101,4,1077,1
1,87,20170925,4,3511,1
1,67,20120709,2,1812,1
1,67,20121031,2,1002,1
1,67,20130225,2,1874,1
1,67,20130423,1,1002,1
1,67,20131010,2,1137,1
1,67,20131223,2,1812,1
1,67,20131021,1,1916,1
1,67,20140509,2,1812,3
1,67,20140516,2,1025,1
1,67,20140520,2,1819,2
1,67,20140517,2,1161,1
1,67,20140414,2,1818,1
1,67,20140109,2,1283,1
1,67,20140528,2,1839,1
1,67,20150814,2,1929,1
1,67,20150513,2,1908,1
1,67,20150903,1,1711,1
1,67,20150528,1,1002,3
1,67,20150611,2,1756,1
1,67,20150430,2,1888,1
1,67,20150925,2,4042,1
1,67,20160314,2,4290,1
1,67,20160502,2,1047,1
1,67,20160405,2,1025,1
1,67,20151106,2,1963,1
1,67,20160709,2,4051,1
1,67,20160309,2,1828,1
1,67,20160811,2,1046,1
1,67,20160629,2,1046,1
1,67,20160730,2,4003,1
1,67,20160728,2,1671,1
1,67,20161104,2,4051,2
1,67,20180216,2,1986,1
1,67,20180216,2,1047,1
1,67,20161202,2,8221,2
1,67,20170310,2,8210,1
1,67,20161125,1,1023,1
1,67,20161123,1,4003,1
1,67,20161018,2,4075,1
1,67,20161025,2,8209,1
1,67,20161020,2,8209,1
1,67,20170111,2,1046,1
1,67,20170508,2,4051,1
1,67,20170615,1,4051,1
1,67,20170829,2,1812,1
1,67,20170731,1,1025,1
1,67,20170727,1,1756,1
1,67,20171127,2,4080,1
1,67,20180111,2,4051,1
1,67,20180207,2,1023,2
1,67,20171212,2,4051,1
1,67,20180216,2,7219,1
1,67,20171023,2,1002,1
1,76,20140526,4,1022,1
1,76,20141230,3,4084,1
1,76,20150408,4,1047,1
1,76,20150414,3,1002,1
1,76,20150825,4,1348,1
1,76,20150827,4,1348,1
1,76,20160120,4,1677,1
1,76,20150902,4,1348,1
1,76,20150423,3,1994,1
1,76,20160613,4,4281,1
1,76,20160628,4,1547,1
1,76,20160630,3,4003,1
1,76,20160927,3,1028,1
1,76,20170427,4,2013,1
1,76,20180125,4,1161,1
1,76,20170922,4,1963,1
1,76,20171027,3,1002,2
1,67,20120716,4,1827,1
1,67,20130109,4,1786,1
1,67,20140207,3,1888,2
1,67,20130810,4,1760,1
1,67,20140311,4,1985,1
1,67,20131004,4,1893,1
1,67,20140725,4,1161,1
1,67,20140409,4,111,1
1,67,20140404,4,4041,1
1,67,20130822,4,1924,1
1,67,20141105,4,1076,1
1,67,20150604,3,1888,1
1,67,20150722,3,1982,1
1,67,20150831,3,4051,2
1,67,20150508,4,4051,1
1,67,20151202,4,1851,1
1,67,20160122,3,1013,1
1,67,20160310,3,4051,1
1,67,20151027,4,1827,1
1,67,20160426,4,4042,1
1,67,20160601,4,4042,1
1,67,20160322,4,1667,1
1,67,20160811,4,4051,2
1,67,20170317,4,1274,1
1,67,20160607,4,1819,2
1,67,20170418,4,1261,2
1,67,20161117,3,4051,1
1,67,20170314,4,7182,1
1,67,20160830,4,1161,1
1,67,20170427,4,1064,2
1,67,20170817,4,1203,1
1,67,20170530,4,1002,1
1,67,20180109,4,1812,1
1,67,20171129,4,1963,1
1,67,20170802,4,1064,2
1,67,20171229,4,4051,6
1,67,20180131,4,1888,2
1,89,20150729,3,1442,1
1,89,20150225,3,1929,1
1,76,20120615,4,1720,1
1,76,20150306,3,1337,1
1,76,20160202,3,1986,2
1,76,20160613,3,1658,1
1,76,20160922,4,4075,1
1,76,20160916,4,1812,2
1,76,20170727,3,8222,1
1,76,20170131,2,1022,1
1,76,20170426,2,4440,1
1,76,20170111,2,1022,1
1,87,20160126,4,4019,1
1,77,20140401,4,1002,1
1,77,20140428,4,1994,1
1,87,20170126,4,4019,1
1,67,20120710,5,1023,1
1,67,20130709,5,1002,1
1,67,20140403,6,1712,1
1,67,20141028,5,1173,1
1,67,20150316,6,1028,1
1,67,20141110,5,1285,1
1,67,20151022,6,4223,1
1,67,20151019,6,1743,1
1,67,20150130,6,1002,1
1,67,20150211,6,452,1
1,67,20150728,5,4051,2
1,67,20151013,6,4175,1
1,67,20160114,5,1769,1
1,67,20161011,6,1819,2
1,67,20160615,6,1036,1
1,67,20161207,5,4051,1
1,67,,6,1963,1
1,67,20170707,6,1769,1
1,67,20170809,5,1046,1
1,67,20170103,5,1963,1
1,67,20180110,6,7223,2
1,64,20121006,4,1023,1
1,64,20120413,4,1711,2
1,64,,3,4051,4
1,87,20170105,4,1002,1
1,67,20120917,4,1023,1
1,67,20141121,4,1023,1
1,67,20151002,3,1023,1
1,67,20160113,4,4266,1
1,67,20151223,4,1027,1
1,67,20151228,4,1027,1
1,67,20160604,4,1851,1
1,67,20160830,4,4140,1
1,67,20180216,3,1025,1
1,67,20130110,6,1812,1
1,67,20130126,5,1023,1
1,67,20130909,5,1162,1
1,67,20131025,5,1023,1
1,67,20140318,5,1023,1
1,67,20131018,5,1893,1
1,67,20140801,5,1908,1
1,67,20141202,6,1179,1
1,67,20151003,6,4266,1
1,67,20150526,6,471,1
1,67,20150422,6,1617,2
1,67,20151223,5,1022,1
1,67,20160309,6,1002,4
1,67,20160914,6,1929,3
1,67,20160506,6,4270,1
1,67,20161010,6,1047,1
1,67,20160615,6,1812,1
1,67,20160610,6,8221,2
1,67,20171120,6,4069,1
1,67,20170728,6,1812,2
1,67,20170828,5,4051,1
1,67,20170823,6,1046,1
1,67,20171101,6,4051,3
1,67,20120718,4,1047,1
1,67,,4,1963,1
1,67,20150522,4,1712,1
1,67,20150410,4,1712,1
1,67,20141121,4,4139,1
1,67,20150224,4,1812,1
1,67,20160217,4,1819,1
1,67,20160625,4,8222,1
1,67,20160620,4,4124,1
1,67,20160622,4,8211,1
1,67,20160526,3,1819,2
1,67,20170104,4,1022,1
1,67,20170512,4,1851,1
1,67,20171025,4,1874,1
1,77,20141202,6,1712,1
1,67,20131119,5,1985,3
1,67,20140401,6,1786,1
1,67,20130415,4,1059,1
1,67,20140523,3,4042,1
1,67,20140916,3,1040,1
1,67,20151215,3,1828,1
1,67,20150905,3,1161,1
1,67,20151126,3,4140,1
1,67,20150828,4,1023,3
1,67,30160729,3,1002,1
1,67,20160223,4,4051,2
1,67,20160727,4,1851,1
1,67,20170605,4,4051,3
1,67,20161222,4,1964,1
1,67,20161018,3,1819,1
1,67,20170724,3,4051,1
1,67,20171023,4,7223,1
1,89,20140527,4,1283,1
1,89,20160610,3,4237,1
1,76,20120612,6,1296,1
1,76,20130511,6,4092,1
1,76,20130711,6,1714,1
1,76,20140724,5,1888,1
1,76,20140731,6,4115,1
1,76,20141127,5,4084,1
1,76,20170117,6,1161,1
1,76,20151104,6,1188,1
1,76,20160219,5,4115,1
1,76,20170724,6,2013,1
1,76,20161201,5,1888,1
1,76,20170531,6,1922,1
1,76,20180206,5,1874,1
1,76,20180206,5,1711,1
1,76,20180227,6,1677,1
1,76,20120311,6,4084,1
1,76,20141011,6,1888,1
1,76,20150109,6,4231,1
1,76,20150326,6,4176,1
1,76,20150716,5,1954,1
1,76,20151102,6,4086,1
1,76,20120621,6,1285,1
1,76,20130126,5,1025,1
1,76,20131210,5,4093,1
1,76,20140318,5,1678,1
1,76,20140902,6,1812,1
1,76,20140815,6,471,1
1,76,20150917,5,4290,1
1,76,20150604,6,4003,1
1,76,20150820,5,4476,1
1,76,20170209,6,1812,1
1,76,20160329,5,4129,1
1,76,20151104,6,4115,1
1,76,20160722,6,4435,1
1,76,20160708,6,4435,1
1,76,20170527,6,1188,1
1,76,20170824,6,1812,1
1,76,20170727,6,4003,1
1,76,20170911,6,1030,1
1,76,20170418,6,1179,1
1,76,20170802,6,4237,1
1,67,20150625,4,4003,1
1,87,20160520,4,1108,1
1,88,20150312,3,1030,1
1,88,20150519,3,1030,1
1,87,20120716,4,1137,1
1,87,20130812,4,4133,1
1,88,20160629,3,1030,1
1,76,20150805,4,4303,1
1,88,20120731,3,1769,1
1,76,20160318,3,1896,1
1,76,20161020,3,1161,1
1,67,20140124,6,1023,1
1,67,20131018,6,1812,2
1,67,20130708,6,1002,1
1,67,20130723,6,1023,2
1,67,20140401,5,1736,1
1,67,20151016,5,1985,2
1,67,20150204,5,1023,1
1,67,20151218,6,1828,2
1,67,20151210,6,1671,1
1,67,20151209,6,1769,1
1,67,20160323,6,1137,1
1,67,20160614,6,4089,1
1,67,20150806,6,4075,1
1,67,20160823,5,1671,1
1,67,20160531,5,8209,1
1,67,20160907,5,4051,1
1,67,20160729,5,1047,1
1,67,20160830,5,1929,1
1,67,20160411,6,4051,3
1,67,20160913,6,1279,1
1,67,20160722,6,4068,3
1,67,20160420,6,4270,1
1,67,20160808,6,1985,1
1,67,20170427,6,1027,1
1,67,20170213,6,1027,1
1,67,20171028,6,1954,1
1,67,20171215,6,4051,4
1,67,20180112,6,1880,1
1,70,20130605,2,4063,1
1,70,20140822,2,1812,1
1,70,20150418,2,1296,1
1,70,20160623,2,1964,1
1,70,20161102,2,1030,1
1,70,20161202,2,4042,1
1,70,,2,4051,3
1,71,20140225,4,1908,1
1,71,20140804,4,1963,1
1,71,,3,4051,21
1,71,20180115,4,4209,1
1,71,20180117,4,4266,1
1,67,20140311,4,1002,1
1,67,20150812,4,1027,1
1,67,20160601,4,4051,1
1,67,20170719,4,1888,1
1,67,20170223,4,1819,1
1,67,20171031,4,1192,1
1,67,20170829,4,4051,1
1,67,20170801,3,1025,1
1,67,20171103,4,7219,1
1,67,20171114,4,1179,1
5,2,20170410,4,1279,1
5,2,20171026,4,4246,1
5,2,20180116,4,4007,1
1,87,20161202,4,3056,1
1,87,20170112,3,1002,1
1,87,20161020,4,1888,1
1,67,20130201,8,1002,1
1,67,20130206,8,1002,1
1,67,20130823,8,4042,1
1,67,20121113,7,1025,1
1,67,20121023,8,1023,2
1,67,20130613,8,1828,1
1,67,20130605,8,1741,1
1,67,20140515,8,1746,1
1,67,20131223,8,1786,1
1,67,20130917,8,1283,2
1,67,20140319,7,1118,2
1,67,20140205,8,1712,1
1,67,20141009,8,1964,1
1,67,20140618,8,1046,2
1,67,20141011,8,1161,3
1,67,20141126,8,1812,1
